Name,Size / Usage,Context,Input,Digest,Updated,source,size_gb
gemma:2b-instruct-q5_K_M,2.0GB,8K,Text,79fe7a4a6e26,2 years ago,gemma\gemma.csv,2.0
granite3.2-guardian:3b-q4_K_M,2.0GB,128K,Text,e04204f2f749,1 year ago,ibm\granite3.2-guardian.csv,2.0
granite3.1-moe:3b-instruct-q4_K_M,2.0GB,128K,Text,605fe091a8c3,1 year ago,ibm\granite3.1-moe.csv,2.0
qwen:1.8b-text-v1.5-q8_0,2.0GB,32K,Text,48d0284fc9fe,2 years ago,qwen\qwen.csv,2.0
qwen:1.8b-text-q8_0,2.0GB,8K,Text,fb7576710ad5,2 years ago,qwen\qwen.csv,2.0
granite4:micro-h-q4_1,2.0GB,1M,Text,00e60a382b5d,11 months ago,ibm\granite4.csv,2.0
granite4:micro-h-base-q4_1,2.0GB,1M,Text,0a0c09b2365e,11 months ago,ibm\granite4.csv,2.0
granite4:micro-q4_K_S,2.0GB,128K,Text,f345703933d0,11 months ago,ibm\granite4.csv,2.0
granite3-dense:2b-instruct-q5_1,2.0GB,4K,Text,45b7bd2bde9b,1 year ago,ibm\granite3-dense.csv,2.0
gemma:2b-text-q5_K_M,2.0GB,8K,Text,75095004592a,2 years ago,gemma\gemma.csv,2.0
granite4.2:3b-q3_K_L,2.0GB,128K,Text,92299e79879e,1 week ago,granite\granite4.2.csv,2.0
granite4:micro-q4_0,2.0GB,128K,Text,4ecf35fdfe65,11 months ago,ibm\granite4.csv,2.0
granite4:micro-base-q4_0,2.0GB,128K,Text,98d9c22e865a,11 months ago,ibm\granite4.csv,2.0
granite3.1-moe:3b,2.0GB,128K,Text,b43d80d7fca7,1 year ago,granite\granite3.1-moe.csv,2.0
phi3:3.8b-mini-128k-instruct-q3_K_M,2.0GB,4K,Text,bf51ffbfc6fd,2 years ago,phi\phi3.csv,2.0
granite4.1:3b-q4_0,2.0GB,128K,Text,010f4b63e5f7,4 months ago,ibm\granite4.1.csv,2.0
gemma2:2b-text-q5_1,2.0GB,8K,Text,6fb41a6313fd,2 years ago,gemma\gemma2.csv,2.0
llama3.2:3b-text-q4_K_M,2.0GB,128K,Text,632997a5a262,1 year ago,llama\llama3.2.csv,2.0
granite3-dense:2b-instruct-q5_1,2.0GB,4K,Text,bc5ed577d64f,1 year ago,granite\granite3-dense.csv,2.0
gemma3:1b-it-fp16,2.0GB,32K,Text,16d00907691b,1 year ago,gemma\gemma3.csv,2.0
phi3:3.8b-mini-4k-instruct-q3_K_M,2.0GB,4K,Text,9971a6367aaa,2 years ago,phi\phi3.csv,2.0
phi:2.7b-chat-v2-q5_K_M,2.1GB,2K,Text,,,phi\phi.csv,2.1
granite3.1-moe:3b-base-q4_1,2.1GB,128K,Text,8942c9a09ac4,1 year ago,ibm\granite3.1-moe.csv,2.1
phi:2.7b-chat-v2-q5_1,2.1GB,2K,Text,,,phi\phi.csv,2.1
granite3.3:2b-base-q6_K,2.1GB,128K,Text,b7e6b87bd6af,1 year ago,ibm\granite3.3.csv,2.1
granite4.2:3b-q4_0,2.1GB,128K,Text,ffe53a4441a1,1 week ago,granite\granite4.2.csv,2.1
granite4.2:3b-q4_K_S,2.1GB,128K,Text,4182b0b98b0e,1 week ago,granite\granite4.2.csv,2.1
granite3-dense:2b-base-q6_K,2.1GB,4K,Text,6a1802d2a90b,1 year ago,ibm\granite3-dense.csv,2.1
granite4:micro-base-q4_K_M,2.1GB,128K,Text,7965ef1fc4e2,11 months ago,ibm\granite4.csv,2.1
gemma:2b-text-q5_1,2.1GB,8K,Text,af9d160f687e,2 years ago,gemma\gemma.csv,2.1
gemma:2b-instruct-v1.1-q6_K,2.1GB,8K,Text,25735feffbe0,2 years ago,gemma\gemma.csv,2.1
granite3.1-moe:3b-instruct-q4_1,2.1GB,128K,Text,43836bcffc16,1 year ago,ibm\granite3.1-moe.csv,2.1
granite4:micro-q4_K_M,2.1GB,128K,Text,89962fcc7523,11 months ago,ibm\granite4.csv,2.1
granite3-guardian:2b-q6_K,2.1GB,8K,Text,660ad5f95636,1 year ago,ibm\granite3-guardian.csv,2.1
granite3-moe:3b,2.1GB,4K,Text,60cecf1845f2,1 year ago,ibm\granite3-moe.csv,2.1
gemma:2b-instruct-q5_1,2.1GB,8K,Text,2005cd5b9f9a,2 years ago,gemma\gemma.csv,2.1
granite4.1:3b,2.1GB,128K,Text,6fd349357287,4 months ago,granite\granite4.1.csv,2.1
granite3.1-dense:2b-instruct-q6_K,2.1GB,128K,Text,66d07595e1dc,1 year ago,granite\granite3.1-dense.csv,2.1
granite3.1-moe:3b-instruct-q4_1,2.1GB,128K,Text,a4c8618969bb,1 year ago,granite\granite3.1-moe.csv,2.1
granite4.1:3b-q4_K_M,2.1GB,128K,Text,6fd349357287,4 months ago,granite\granite4.1.csv,2.1
granite3.2:2b-instruct-q6_K,2.1GB,128K,Text,205a90583676,1 year ago,ibm\granite3.2.csv,2.1
granite4:latest,2.1GB,128K,Text,98b5cfd619dd,10 months ago,ibm\granite4.csv,2.1
granite3-guardian:2b,2.1GB,8K,Text,660ad5f95636,1 year ago,ibm\granite3-guardian.csv,2.1
granite4:micro,2.1GB,128K,Text,89962fcc7523,11 months ago,ibm\granite4.csv,2.1
nemotron-mini:4b-instruct-q3_K_S,2.1GB,4K,Text,28cabdeeb76e,1 year ago,nemotron\nemotron-mini.csv,2.1
llama3.2:3b-instruct-q4_1,2.1GB,128K,Text,c910c5139ab6,1 year ago,llama\llama3.2.csv,2.1
granite3.1-dense:2b-instruct-q6_K,2.1GB,128K,Text,7b97db92ed46,1 year ago,ibm\granite3.1-dense.csv,2.1
granite4:3b,2.1GB,128K,Text,89962fcc7523,10 months ago,ibm\granite4.csv,2.1
granite3-moe:3b-instruct-q4_K_M,2.1GB,4K,Text,157f538ae66e,1 year ago,granite\granite3-moe.csv,2.1
granite4.2:3b-q4_0,2.1GB,128K,Text,7bc936b56fec,1 week ago,ibm\granite4.2.csv,2.1
granite3-moe:3b-instruct-q4_1,2.1GB,4K,Text,606fa12edcea,1 year ago,ibm\granite3-moe.csv,2.1
granite3-moe:3b-instruct-q4_K_M,2.1GB,4K,Text,60cecf1845f2,1 year ago,ibm\granite3-moe.csv,2.1
granite3-moe:3b,2.1GB,4K,Text,157f538ae66e,1 year ago,granite\granite3-moe.csv,2.1
granite3-moe:3b-base-q4_K_M,2.1GB,4K,Text,8d43894dbc2d,1 year ago,ibm\granite3-moe.csv,2.1
phi3.5:3.8b-mini-instruct-q3_K_L,2.1GB,4K,Text,1a0c69ceca7c,1 year ago,phi\phi3.5.csv,2.1
phi3:3.8b-mini-4k-instruct-q3_K_L,2.1GB,4K,Text,7b07bdbff049,2 years ago,phi\phi3.csv,2.1
phi3:3.8b-mini-128k-instruct-q3_K_L,2.1GB,4K,Text,58dabb8dab6e,2 years ago,phi\phi3.csv,2.1
granite4.1:3b-q4_K_M,2.1GB,128K,Text,6fd349357287,4 months ago,ibm\granite4.1.csv,2.1
llama3.2:3b-text-q4_1,2.1GB,128K,Text,7c21a62209c3,1 year ago,llama\llama3.2.csv,2.1
granite3.1-dense:2b-base-q6_K,2.1GB,128K,Text,e17ea579f83a,1 year ago,ibm\granite3.1-dense.csv,2.1
granite3-moe:3b-base-q4_1,2.1GB,4K,Text,3e315e983cf6,1 year ago,ibm\granite3-moe.csv,2.1
granite3-moe:3b-instruct-q4_1,2.1GB,4K,Text,ac91c7b62cc7,1 year ago,granite\granite3-moe.csv,2.1
granite4.2:3b-q4_K_S,2.1GB,128K,Text,0ff85ec2f9bc,1 week ago,ibm\granite4.2.csv,2.1
granite3.1-guardian:2b,2.1GB,128K,Text,ed797887459c,1 year ago,ibm\granite3.1-guardian.csv,2.1
granite3.1-guardian:2b-q6_K,2.1GB,128K,Text,ed797887459c,1 year ago,ibm\granite3.1-guardian.csv,2.1
codegemma:2b-code-v1.1-q6_K,2.1GB,8K,Text,,,gemma\codegemma.csv,2.1
codegemma:2b-code-q6_K,2.1GB,8K,Text,,,gemma\codegemma.csv,2.1
granite3.3:2b-instruct-q6_K,2.1GB,128K,Text,9ee1132c27b7,1 year ago,ibm\granite3.3.csv,2.1
granite4.1:3b,2.1GB,128K,Text,6fd349357287,4 months ago,ibm\granite4.1.csv,2.1
qwen:4b-text-v1.5-q3_K_L,2.2GB,32K,Text,34cd35706e60,2 years ago,qwen\qwen.csv,2.2
shieldgemma:2b-q6_K,2.2GB,8K,Text,d6bc266fff20,1 year ago,gemma\shieldgemma.csv,2.2
phi3:mini-128k,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
qwen:4b-chat-v1.5-q3_K_L,2.2GB,32K,Text,373625817e6f,2 years ago,qwen\qwen.csv,2.2
phi3:3.8b,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
phi3:mini,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
phi3:3.8b-mini-4k-instruct-q4_K_S,2.2GB,4K,Text,3a368186663f,2 years ago,phi\phi3.csv,2.2
phi3:3.8b-mini-4k-instruct-q4_0,2.2GB,4K,Text,9e6804ea5320,2 years ago,phi\phi3.csv,2.2
phi3:3.8b-mini-128k-instruct-q4_0,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
phi3:3.8b-instruct,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
qwen3:1.7b-q8_0,2.2GB,40K,Text,29b6a7a420a4,1 year ago,qwen\qwen3.csv,2.2
phi3:latest,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
granite3-dense:2b-instruct-q6_K,2.2GB,4K,Text,16dc0862d52f,1 year ago,ibm\granite3-dense.csv,2.2
phi3.5:latest,2.2GB,128K,Text,61819fb370a3,1 year ago,phi\phi3.5.csv,2.2
phi3:3.8b-mini-128k-instruct-q4_K_S,2.2GB,4K,Text,786fb198d976,2 years ago,phi\phi3.csv,2.2
phi3.5:3.8b-mini-instruct-q4_0,2.2GB,128K,Text,61819fb370a3,1 year ago,phi\phi3.5.csv,2.2
phi3.5:3.8b-mini-instruct-q4_K_S,2.2GB,4K,Text,593801e5a118,1 year ago,phi\phi3.5.csv,2.2
gemma:2b-instruct-q6_K,2.2GB,8K,Text,2934d89f4873,2 years ago,gemma\gemma.csv,2.2
phi3:instruct,2.2GB,128K,Text,4f2222927938,2 years ago,phi\phi3.csv,2.2
gemma:2b-text-q6_K,2.2GB,8K,Text,5bd4a449bdbe,2 years ago,gemma\gemma.csv,2.2
phi3.5:3.8b,2.2GB,128K,Text,61819fb370a3,1 year ago,phi\phi3.5.csv,2.2
gemma2:2b-instruct-q6_K,2.2GB,8K,Text,6c5eedbb9189,2 years ago,gemma\gemma2.csv,2.2
qwen2.5:3b-instruct-q5_K_S,2.2GB,32K,Text,8ce4b148557a,1 year ago,qwen\qwen2.5.csv,2.2
qwen2.5:3b-instruct-q5_0,2.2GB,32K,Text,f2c8c51a4c62,1 year ago,qwen\qwen2.5.csv,2.2
granite4.2:3b,2.2GB,128K,Text,40577dc168a3,1 week ago,granite\granite4.2.csv,2.2
granite4:micro-h-base-q5_0,2.2GB,1M,Text,fa4bdab3c2fa,11 months ago,ibm\granite4.csv,2.2
granite4:micro-q4_1,2.2GB,128K,Text,f1750ae5b358,11 months ago,ibm\granite4.csv,2.2
granite4:micro-base-q4_1,2.2GB,128K,Text,574f1deabae1,11 months ago,ibm\granite4.csv,2.2
granite4.2:3b-q4_K_M,2.2GB,128K,Text,40577dc168a3,1 week ago,granite\granite4.2.csv,2.2
qwen2.5-coder:3b-base-q5_K_M,2.2GB,32K,Text,5ebe29b5b83a,1 year ago,qwen\qwen2.5-coder.csv,2.2
qwen2.5-coder:3b-base-q5_K_S,2.2GB,32K,Text,a5c8f5c89aec,1 year ago,qwen\qwen2.5-coder.csv,2.2
qwen2.5-coder:3b-base-q5_0,2.2GB,32K,Text,5d9e4253f276,1 year ago,qwen\qwen2.5-coder.csv,2.2
granite4:micro-h-q5_0,2.2GB,1M,Text,b1d21507c2fa,11 months ago,ibm\granite4.csv,2.2
granite4:micro-h-base-q5_K_S,2.2GB,1M,Text,28d7355f2a2e,11 months ago,ibm\granite4.csv,2.2
granite4:micro-h-q5_K_S,2.2GB,1M,Text,e57f8e91e1f3,11 months ago,ibm\granite4.csv,2.2
granite4.1:3b-q4_1,2.2GB,128K,Text,53377988686e,4 months ago,granite\granite4.1.csv,2.2
qwen2.5:3b-instruct-q5_K_M,2.2GB,32K,Text,19cf317bd479,1 year ago,qwen\qwen2.5.csv,2.2
granite4.1:3b-q4_1,2.2GB,128K,Text,53377988686e,4 months ago,ibm\granite4.1.csv,2.2
granite4.2:3b-q4_K_M,2.2GB,128K,Text,7a65e6414ad6,1 week ago,ibm\granite4.2.csv,2.2
gemma2:2b-text-q6_K,2.2GB,8K,Text,3b637a49f20f,2 years ago,gemma\gemma2.csv,2.2
qwen2.5-coder:3b-instruct-q5_0,2.2GB,32K,Text,29a4dfd4e052,1 year ago,qwen\qwen2.5-coder.csv,2.2
granite4.2:3b,2.2GB,128K,Text,7a65e6414ad6,1 week ago,ibm\granite4.2.csv,2.2
qwen2.5-coder:3b-instruct-q5_K_S,2.2GB,32K,Text,3d691932fd92,1 year ago,qwen\qwen2.5-coder.csv,2.2
qwen2.5-coder:3b-instruct-q5_K_M,2.2GB,32K,Text,cbccf6dfb086,1 year ago,qwen\qwen2.5-coder.csv,2.2
granite3-dense:2b-instruct-q6_K,2.2GB,4K,Text,7f374efdad9b,1 year ago,granite\granite3-dense.csv,2.2
qwen2.5-coder:3b-base-q5_1,2.3GB,32K,Text,1a003934c203,1 year ago,qwen\qwen2.5-coder.csv,2.3
granite3.1-moe:3b-instruct-q5_0,2.3GB,128K,Text,e3c9d355c20b,1 year ago,ibm\granite3.1-moe.csv,2.3
granite3.1-moe:3b-instruct-q5_K_S,2.3GB,128K,Text,0ccfd258132c,1 year ago,ibm\granite3.1-moe.csv,2.3
phi:2.7b-chat-v2-q6_K,2.3GB,2K,Text,,,phi\phi.csv,2.3
granite3.1-moe:3b-base-q5_K_S,2.3GB,128K,Text,f7830781cc25,1 year ago,ibm\granite3.1-moe.csv,2.3
granite3-moe:3b-base-q5_0,2.3GB,4K,Text,1daa0e7d58e5,1 year ago,ibm\granite3-moe.csv,2.3
qwen:4b-chat,2.3GB,32K,Text,d53d04290064,2 years ago,qwen\qwen.csv,2.3
granite4.2:3b-q4_1,2.3GB,128K,Text,954511ce239c,1 week ago,granite\granite4.2.csv,2.3
granite3-moe:3b-instruct-q5_0,2.3GB,4K,Text,8f4b2ad62be1,1 year ago,ibm\granite3-moe.csv,2.3
granite3-moe:3b-instruct-q5_K_S,2.3GB,4K,Text,dea1584df0ba,1 year ago,ibm\granite3-moe.csv,2.3
granite3-moe:3b-base-q5_K_S,2.3GB,4K,Text,6180e4e7792a,1 year ago,ibm\granite3-moe.csv,2.3
nemotron-mini:4b-instruct-q3_K_M,2.3GB,4K,Text,91b07164ba46,1 year ago,nemotron\nemotron-mini.csv,2.3
qwen2.5:3b-instruct-q5_1,2.3GB,32K,Text,c7e5301cb49e,1 year ago,qwen\qwen2.5.csv,2.3
granite3-moe:3b-instruct-q5_K_S,2.3GB,4K,Text,c84b2a3a27fd,1 year ago,granite\granite3-moe.csv,2.3
granite3-moe:3b-instruct-q5_0,2.3GB,4K,Text,e623edd5db90,1 year ago,granite\granite3-moe.csv,2.3
granite4:micro-h-q5_K_M,2.3GB,1M,Text,836b214e86a2,11 months ago,ibm\granite4.csv,2.3
granite3.1-moe:3b-instruct-q5_K_S,2.3GB,128K,Text,ec25600ae9c5,1 year ago,granite\granite3.1-moe.csv,2.3
granite3.1-moe:3b-instruct-q5_0,2.3GB,128K,Text,ac1c3501f148,1 year ago,granite\granite3.1-moe.csv,2.3
granite4:micro-h-base-q5_K_M,2.3GB,1M,Text,77061c83832e,11 months ago,ibm\granite4.csv,2.3
llama3.2:3b-instruct-q5_K_M,2.3GB,128K,Text,7709c7357e6d,1 year ago,llama\llama3.2.csv,2.3
granite4.2:3b-q4_1,2.3GB,128K,Text,b56bbd9a3274,1 week ago,ibm\granite4.2.csv,2.3
llama3.2:3b-text-q5_K_M,2.3GB,128K,Text,5115e096cd33,1 year ago,llama\llama3.2.csv,2.3
llama3.2:3b-text-q5_K_S,2.3GB,128K,Text,ca4813388da9,1 year ago,llama\llama3.2.csv,2.3
llama3.2:3b-instruct-q5_0,2.3GB,128K,Text,fa2b62a5f96d,1 year ago,llama\llama3.2.csv,2.3
qwen2.5-coder:3b-instruct-q5_1,2.3GB,32K,Text,6d4e1a16fa81,1 year ago,qwen\qwen2.5-coder.csv,2.3
llama3.2:3b-instruct-q5_K_S,2.3GB,128K,Text,97ef2f873c2c,1 year ago,llama\llama3.2.csv,2.3
llama3.2:3b-text-q5_0,2.3GB,128K,Text,3f80b071deb8,1 year ago,llama\llama3.2.csv,2.3
qwen:4b-text-v1.5-q4_0,2.3GB,32K,Text,a1332f1a62c4,2 years ago,qwen\qwen.csv,2.3
granite3.1-moe:3b-base-q5_0,2.3GB,128K,Text,c032a21bcbb2,1 year ago,ibm\granite3.1-moe.csv,2.3
qwen:4b-chat-v1.5-q4_0,2.3GB,32K,Text,d53d04290064,2 years ago,qwen\qwen.csv,2.3
qwen:4b,2.3GB,32K,Text,d53d04290064,2 years ago,qwen\qwen.csv,2.3
qwen:4b-text,2.3GB,32K,Text,a1332f1a62c4,2 years ago,qwen\qwen.csv,2.3
qwen:latest,2.3GB,32K,Text,d53d04290064,2 years ago,qwen\qwen.csv,2.3
qwen:4b-chat-v1.5-q4_K_S,2.3GB,32K,Text,1f33fcfdb4b1,2 years ago,qwen\qwen.csv,2.3
qwen:4b-text-v1.5-q4_K_S,2.3GB,32K,Text,a569a7c9c36b,2 years ago,qwen\qwen.csv,2.3
granite3-moe:3b-instruct-q5_K_M,2.4GB,4K,Text,94e89b071306,1 year ago,granite\granite3-moe.csv,2.4
granite4:micro-h-base-q5_1,2.4GB,1M,Text,feb02318a9ff,11 months ago,ibm\granite4.csv,2.4
granite4:micro-h-q5_1,2.4GB,1M,Text,c50bdece1275,11 months ago,ibm\granite4.csv,2.4
granite3.2-vision:2b-q4_K_M,2.4GB,128K,"Text, Image",8a2538362d20,1 year ago,ibm\granite3.2-vision.csv,2.4
granite3.1-moe:3b-instruct-q5_K_M,2.4GB,128K,Text,fac03e34e804,1 year ago,granite\granite3.1-moe.csv,2.4
granite4:micro-q5_K_S,2.4GB,128K,Text,5b1091af68df,11 months ago,ibm\granite4.csv,2.4
granite4.1:3b-q5_K_M,2.4GB,128K,Text,5f9ff57bab32,4 months ago,granite\granite4.1.csv,2.4
granite4:micro-q5_K_M,2.4GB,128K,Text,0a36f5740acb,11 months ago,ibm\granite4.csv,2.4
granite4:micro-q5_0,2.4GB,128K,Text,61c605db92ef,11 months ago,ibm\granite4.csv,2.4
granite4:micro-base-q5_0,2.4GB,128K,Text,77ae9a627a2f,11 months ago,ibm\granite4.csv,2.4
granite4.1:3b-q5_K_S,2.4GB,128K,Text,d671c6877cde,4 months ago,granite\granite4.1.csv,2.4
granite4:micro-base-q5_K_M,2.4GB,128K,Text,bf4bb9814f9d,11 months ago,ibm\granite4.csv,2.4
granite4:micro-base-q5_K_S,2.4GB,128K,Text,4a469e1f8bf4,11 months ago,ibm\granite4.csv,2.4
granite3.1-moe:3b-instruct-q5_K_M,2.4GB,128K,Text,e24810cea34a,1 year ago,ibm\granite3.1-moe.csv,2.4
granite3.1-moe:3b-base-q5_K_M,2.4GB,128K,Text,a0297e9a93b5,1 year ago,ibm\granite3.1-moe.csv,2.4
phi3:3.8b-mini-128k-instruct-q4_1,2.4GB,4K,Text,7ed2c3a2024e,2 years ago,phi\phi3.csv,2.4
phi3.5:3.8b-mini-instruct-q4_K_M,2.4GB,4K,Text,570961596984,1 year ago,phi\phi3.5.csv,2.4
phi3.5:3.8b-mini-instruct-q4_1,2.4GB,4K,Text,4cbfba8563ff,1 year ago,phi\phi3.5.csv,2.4
granite3-moe:3b-base-q5_K_M,2.4GB,4K,Text,9767dca22587,1 year ago,ibm\granite3-moe.csv,2.4
granite3.2-guardian:3b-q5_K_M,2.4GB,128K,Text,0d841878ed23,1 year ago,ibm\granite3.2-guardian.csv,2.4
phi3:3.8b-mini-128k-instruct-q4_K_M,2.4GB,4K,Text,5a157c52afff,2 years ago,phi\phi3.csv,2.4
phi3:mini-4k,2.4GB,4K,Text,d5ea514251bf,2 years ago,phi\phi3.csv,2.4
phi3:3.8b-mini-4k-instruct-q4_K_M,2.4GB,4K,Text,d5ea514251bf,2 years ago,phi\phi3.csv,2.4
phi3:3.8b-mini-4k-instruct-q4_1,2.4GB,4K,Text,ce621d0c2d06,2 years ago,phi\phi3.csv,2.4
granite3-moe:3b-instruct-q5_K_M,2.4GB,4K,Text,4da7d618bf8b,1 year ago,ibm\granite3-moe.csv,2.4
granite3.3-vision:2b-q4_K_M,2.4GB,128K,"Text, Image",c1fc23351ef0,1 year ago,ibm\granite3.3-vision.csv,2.4
granite4.1:3b-q5_K_M,2.4GB,128K,Text,5f9ff57bab32,4 months ago,ibm\granite4.1.csv,2.4
llama3.2:3b-instruct-q5_1,2.4GB,128K,Text,0452394ac7c9,1 year ago,llama\llama3.2.csv,2.4
llama3.2:3b-text-q5_1,2.4GB,128K,Text,4f906c782668,1 year ago,llama\llama3.2.csv,2.4
granite4.1:3b-q5_0,2.4GB,128K,Text,655215522aaa,4 months ago,ibm\granite4.1.csv,2.4
granite4.1:3b-q5_K_S,2.4GB,128K,Text,d671c6877cde,4 months ago,ibm\granite4.1.csv,2.4
granite4.1:3b-q5_0,2.4GB,128K,Text,655215522aaa,4 months ago,granite\granite4.1.csv,2.4
granite3-moe:3b-instruct-q5_1,2.5GB,4K,Text,709d47478efd,1 year ago,granite\granite3-moe.csv,2.5
nemotron-mini:4b-instruct-q3_K_L,2.5GB,4K,Text,899020cd5b1e,1 year ago,nemotron\nemotron-mini.csv,2.5
qwen3:4b,2.5GB,256K,Text,359d7dd4bcda,11 months ago,qwen\qwen3.csv,2.5
granite3.1-moe:3b-instruct-q5_1,2.5GB,128K,Text,14ba2faee6e3,1 year ago,granite\granite3.1-moe.csv,2.5
qwen3:4b-thinking-2507-q4_K_M,2.5GB,256K,Text,359d7dd4bcda,11 months ago,qwen\qwen3.csv,2.5
qwen2.5:3b-instruct-q6_K,2.5GB,32K,Text,9f78f7728716,1 year ago,qwen\qwen2.5.csv,2.5
granite3.1-moe:3b-instruct-q5_1,2.5GB,128K,Text,f687f9feb1ad,1 year ago,ibm\granite3.1-moe.csv,2.5
qwen2.5-coder:3b-base-q6_K,2.5GB,32K,Text,30b38aca8440,1 year ago,qwen\qwen2.5-coder.csv,2.5
qwen3:4b-thinking,2.5GB,256K,Text,359d7dd4bcda,10 months ago,qwen\qwen3.csv,2.5
phi4-mini:3.8b,2.5GB,128K,Text,78fad5d182a7,1 year ago,phi\phi4-mini.csv,2.5
qwen3.5:2b-nvfp4,MLX 2.5GB,256K,"Text, Image",0ab1f7a1e882,5 months ago,qwen\qwen3.5.csv,2.5
phi4-mini:latest,2.5GB,128K,Text,78fad5d182a7,1 year ago,phi\phi4-mini.csv,2.5
qwen:4b-chat-v1.5-q4_K_M,2.5GB,32K,Text,84dd8780ab54,2 years ago,qwen\qwen.csv,2.5
granite3-moe:3b-base-q5_1,2.5GB,4K,Text,fece82ab1678,1 year ago,ibm\granite3-moe.csv,2.5
granite3.1-moe:3b-base-q5_1,2.5GB,128K,Text,a532169b3f84,1 year ago,ibm\granite3.1-moe.csv,2.5
granite3-moe:3b-instruct-q5_1,2.5GB,4K,Text,e695fdce1d92,1 year ago,ibm\granite3-moe.csv,2.5
qwen3-embedding:4b-q4_K_M,2.5GB,40K,Text,df5bd2e3c74c,11 months ago,qwen\qwen3-embedding.csv,2.5
qwen3-embedding:4b,2.5GB,40K,Text,df5bd2e3c74c,11 months ago,qwen\qwen3-embedding.csv,2.5
qwen:4b-text-v1.5-q4_K_M,2.5GB,32K,Text,ba6453687014,2 years ago,qwen\qwen.csv,2.5
granite4.0-preview:tiny-base-q2_K,2.5GB,1M,Text,093e83613981,11 months ago,ibm\granite4.0-preview.csv,2.5
qwen3:4b-instruct-2507-q4_K_M,2.5GB,256K,Text,0edcdef34593,11 months ago,qwen\qwen3.csv,2.5
phi4-mini:3.8b-q4_K_M,2.5GB,128K,Text,78fad5d182a7,1 year ago,phi\phi4-mini.csv,2.5
qwen3:4b-instruct,2.5GB,256K,Text,0edcdef34593,11 months ago,qwen\qwen3.csv,2.5
llama3.2:1b-instruct-fp16,2.5GB,128K,Text,2887c3d03e74,1 year ago,llama\llama3.2.csv,2.5
granite4.0-preview:tiny-instruct-q2_K,2.5GB,1M,Text,1b0b4b5e36c6,11 months ago,ibm\granite4.0-preview.csv,2.5
llama3.2:1b-text-fp16,2.5GB,128K,Text,562d60c68b3d,1 year ago,llama\llama3.2.csv,2.5
qwen2.5-coder:3b-instruct-q6_K,2.5GB,32K,Text,34027fd05f12,1 year ago,qwen\qwen2.5-coder.csv,2.5
nemotron-mini:4b-instruct-q4_K_S,2.6GB,4K,Text,59f3d2ea76f8,1 year ago,nemotron\nemotron-mini.csv,2.6
granite4:tiny-h-base-q2_K,2.6GB,1M,Text,bca9c4906a09,11 months ago,ibm\granite4.csv,2.6
nemotron-mini:4b-instruct-q4_0,2.6GB,4K,Text,041bd339f71f,1 year ago,nemotron\nemotron-mini.csv,2.6
granite4:tiny-h-q2_K,2.6GB,1M,Text,1562bb60f63b,11 months ago,ibm\granite4.csv,2.6
phi3.5:3.8b-mini-instruct-q5_K_S,2.6GB,4K,Text,359cb1eb71b5,1 year ago,phi\phi3.5.csv,2.6
phi3:3.8b-mini-4k-instruct-q5_0,2.6GB,4K,Text,df35ca8fb243,2 years ago,phi\phi3.csv,2.6
phi3:3.8b-mini-4k-instruct-q5_K_S,2.6GB,4K,Text,2f614430e421,2 years ago,phi\phi3.csv,2.6
qwen:4b-chat-v1.5-q4_1,2.6GB,32K,Text,8d4b987199fe,2 years ago,qwen\qwen.csv,2.6
qwen3:4b-q4_K_M,2.6GB,40K,Text,2bfd38a7daaf,1 year ago,qwen\qwen3.csv,2.6
granite4:micro-h-q6_K,2.6GB,1M,Text,04d7088a69df,11 months ago,ibm\granite4.csv,2.6
granite4:micro-h-base-q6_K,2.6GB,1M,Text,35c21a40474e,11 months ago,ibm\granite4.csv,2.6
granite4:micro-base-q5_1,2.6GB,128K,Text,c37535d2f5ae,11 months ago,ibm\granite4.csv,2.6
granite4:micro-q5_1,2.6GB,128K,Text,356aac2d1775,11 months ago,ibm\granite4.csv,2.6
granite4.2:3b-q5_K_M,2.6GB,128K,Text,8a5cff2be752,1 week ago,granite\granite4.2.csv,2.6
granite4.1:3b-q5_1,2.6GB,128K,Text,7d0a195533f7,4 months ago,granite\granite4.1.csv,2.6
granite4.2:3b-q5_0,2.6GB,128K,Text,ddbab3d2014a,1 week ago,granite\granite4.2.csv,2.6
granite4.2:3b-q5_K_S,2.6GB,128K,Text,9ccbb8f64ae6,1 week ago,granite\granite4.2.csv,2.6
phi3:3.8b-mini-128k-instruct-q5_0,2.6GB,128K,Text,68e0cbe0eb8a,2 years ago,phi\phi3.csv,2.6
phi3:3.8b-mini-128k-instruct-q5_K_S,2.6GB,4K,Text,86b1e7aa6fd8,2 years ago,phi\phi3.csv,2.6
phi3.5:3.8b-mini-instruct-q5_0,2.6GB,4K,Text,08d2a846d344,1 year ago,phi\phi3.5.csv,2.6
granite4.1:3b-q5_1,2.6GB,128K,Text,7d0a195533f7,4 months ago,ibm\granite4.1.csv,2.6
